Author,Date,Location,Text
SaltWireNetwork,2020-03-12 23:55:02,Atlantic Canada,How two Halifax students are writing the book on change in politics
DaddySarps,2020-03-13 00:50:05,,RT The University should just give everyone an A and lets end the semester
KennyLo22500599,2020-03-13 00:50:05,,RT If you ever wanted to see what capitalism rewards here is an example a couple that made 100K selling Lysol wipe
JerryHelton14,2020-03-13 00:50:05,,tklforgiven JesusisGd Megavolt1 PeterFi98279139 USAFEternally NaturalBAtheist HaircutSpock TertiusIII
jj_halifax,2020-03-12 23:53:56,Halifax Nova Scotia,WashyourhandsLonger
Riderfanforlif1,2020-03-12 23:53:54,NAN,RodPedersenShow rodpedersen Im just worried about CFL cancelling the Halifax game So many of us will be out flights if they do as the airlines are refunding tickets bought after March 3 only I am glad they are taking players safety so serious though
HRMFireNews,2020-03-12 23:53:54,NAN,853pm 2 Engine 3 Engine 3 Aerial Halifax paged for a fire alarm activation
brightboxmaker,2020-03-12 23:53:01,Sheffield England,We did it Massive thanks to Halifax Library BarnsleyLibs BarnsleyDMC and SheffLibraries for hosting pop up makerspaces in your communities
WesleyCoughlan,2020-03-12 23:51:32,Miramichi New Brunswick CAN,RT CBC reporter Sherri Borden Colley to receive honorary degree from Halifax university
wilrickquisto,2020-03-12 23:50:25,Halifax Nova Scotia,RT On Wednesday morning I travelled to Halifax to attend my first nspc Caucus Meeting with fellow MLAs from across the province Thank you to my new colleagues for the warm and enthusiastic welcome NSPoli
racheltreg,2020-03-12 23:50:11,London,RT Getting ready for action with ShekuKM today LDNmusicmasters Looking forward to our duo tour starting tomorrow in Halifax Manchester on Saturday and London on Sunday
TPS_Guy,2020-03-12 23:50:08,Edmonton AB Canada,RT After Aprs 2 You can tell the SMUHuskies feel athome in Halifax as they lead guelphgryphons 31 into the third period cbcsports EN FRChaseTheGlory ViserHaut
tmj_insjobs,2020-03-12 23:50:07,Worldwide,Want to work in Halifax Nova Scotia View our latest opening Insurance
wilrickquisto,2020-03-12 23:49:36,Halifax Nova Scotia,RT The 2020 Halifax St Patricks Day Parade has been cancelled
mynewbrunswick,2020-03-12 23:49:34,New Brunswick Canada,RT The 2020 Halifax St Patricks Day Parade has been cancelled
GinaRPatterson,2020-03-12 23:49:26,Halifax NS,RT A new COVID19 assessment centre opened today in Halifax Those who have travelled out of country and who develop a fever of 38C or higher andor cough should call 811 Do not go to an assessment centre without being referred by 811
karenweatherst3,2020-03-12 23:48:41,NAN,Halifax Waters plan to replace homeowners lead pipes the first of its kind in Canada The Star
mylovelybillie,2020-03-12 23:48:03,NAN,I hate to be like this but Im so upset Me and my sister have been saving up all year to see her and to fly to Newyork to see her because I live in Halifax NS Canada and I literally just got here TODAY I cant afford to fly here again idk what to do
lgabdo,2020-03-12 23:47:55,NAN,RT Ive wanted this Traffic album for quite awhile finally found a good used copy thanks Retro Revolution Records Halifax vinyl
PitRko,2020-03-13 00:50:05,Somewhere In The 🇬🇧 Crowd,RT Over the past five years Ive spoken to over 16000 university students and professionals around the world but
AnimatedGeek100,2020-03-13 00:50:05,"St Louis, MO",RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British
Anthony23Bryant,2020-03-12 23:47:52,NAN,Santander Lloyds and Halifax pass on BOE interest rate cut
karenweatherst3,2020-03-12 23:47:45,NAN,How to Replace a Lead Service Line Halifax Water
bbundale,2020-03-12 23:47:16,Halifax Nova Scotia Canada,RT How much to tip Where does the money go 3 Halifax servers on tipping culture The Chronicle Herald
HRMCommunities,2020-03-12 23:47:06,Halifax Nova Scotia,Possible COVID19 link shuts down Halifax mayors office
mikebarkhouse,2020-03-12 23:46:54,At a sports venue near you,Period 3 has begun in Halifax Saint Marys 20 minutes away from a date with Western on Saturday UCup
BlackWidwQueen,2020-03-12 23:46:49,Nova Scotia Canada,RT Signs could be seen outside both the Halifax and Dartmouth locations stating that the offices would be closing due to unforeseen circumstancesCovid19 CoronavirusPandemic globalhalifax halifaxnoise
amaya36267868,2020-03-12 23:46:42,Montral Qubec,RT The Women of Top of the World event in Halifax originally planned for April 1 with Tessa as one of the speakers has been cancelled due to the COVID19 Hockey Womens World Championship cancellation They will try to reschedule for 2021
BlackWidwQueen,2020-03-12 23:45:59,Nova Scotia Canada,RT The spokesperson said the offices were closed after someone who recently travelled from one of the countries impacted by the coronavirus came into the Halifax office with a cough
neluunaa,2020-03-12 23:45:22,KjipuktukHalifax Mikmaki,RT Halifax YHZ remember Hurricane Dorian amp the impacts it had on the poor disabled amp elderly More disasters amp crises such as covid19 are looming amp we need to collectively prepareIt doesnt take much to reach out to ur neighbours Organize ur neighbourhood DM for template
AbbySurrette,2020-03-12 23:44:45,KjipuktukHalifax,RT BREAKING Halifaxs Mayors Office is closed and all staff are in voluntary isolation after it became aware of a possible link to someone who is seeking testing for COVID19 MikeSavageHFX COVID19 CoronaOutbreak
mikelitorus_69,2020-03-12 23:44:32,Toronto Ontario,Back in Halifax for the USports cup great hockey pretty sure its one of the only high level hockey games taking place in the world tonight SMUHuskies are currently beating guelphgryphons 31 former leaf Felix Potvin is in the house son is a goalie for SMU
DowntownHalifax,2020-03-12 23:43:34,Downtown Halifax,RT BREAKING Halifaxs Mayors Office is closed and all staff are in voluntary isolation after it became aware of a possible link to someone who is seeking testing for COVID19 MikeSavageHFX COVID19 CoronaOutbreak
KirstyCasey,2020-03-12 23:43:26,Halifax Yorkshire,RT Were looking to recruit a Welfare Benefits Advisor this is a temporary role to cover maternity leave Based in Wakefield Halifax Blackburn or Colne Interested Full details here
silentTV2018,2020-03-12 23:43:03,Tessa centric,RT The Women of Top of the World event in Halifax originally planned for April 1 with Tessa as one of the speakers has been cancelled due to the COVID19 Hockey Womens World Championship cancellation They will try to reschedule for 2021
birtuemoir,2020-03-12 23:42:59,NAN,RT The Women of Top of the World event in Halifax originally planned for April 1 with Tessa as one of the speakers has been cancelled due to the COVID19 Hockey Womens World Championship cancellation They will try to reschedule for 2021
sabrinaapineda,2020-03-13 00:50:06,cali,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British
brewerytravels,2020-03-13 00:50:06,United States,JonMontag badhopper ephoustonbill impopsy RJellyman JohanBBT cellmavin qblacklock ManvsAle Winghed
meldacoskun,2020-03-13 00:50:05,"Hamilton, Ontario",dont panic be Costco Costco Ancaster Canada
hassen_hannah,2020-03-13 00:50:06,,RT NBA Season suspendedNHL Season suspendedHarvard University Classes cancelledRyerson University Just sing I
Detnam1,2020-03-13 00:50:06,,RT My university has set up Zoom for us but what if I just create a Twitch account and my students can watch me play
Halifax_Groove,2020-03-12 23:42:53,NAN,mrsombudsman Alfredo for the win
lilbabyfly,2020-03-12 23:42:46,in ur brain,bro if were on lockdown how am i supposed to start a new life in halifax this sux
dmac322,2020-03-12 23:41:39,Nova Scotia Canada,Scott4293 CourtneyHadwin And Halifax Nova Scotia
tuanninha,2020-03-12 23:41:29,Brasil,RT The Women of Top of the World event in Halifax originally planned for April 1 with Tessa as one of the speakers has been cancelled due to the COVID19 Hockey Womens World Championship cancellation They will try to reschedule for 2021
WeveHenderson,2020-03-12 23:41:19,NAN,RT Halifax councillors had the chance to protect 17 unregistered heritage buildings creating three new heritage streetscapesThey protected zero
michelle_allott,2020-03-12 23:40:12,NAN,RT Were looking to recruit a Welfare Benefits Advisor this is a temporary role to cover maternity leave Based in Wakefield Halifax Blackburn or Colne Interested Full details here
teebatoobs,2020-03-12 23:40:09,England United Kingdom,RT Hundreds of school children from HalifaxAcademy carried out angry protests today over the suspension of a muchloved PE teacher Mr Yasar Mohammed JusticeForYasar Halifax Protest
realchrisjarvis,2020-03-12 23:40:04,southeast,RT We cant quite believe thats its only 4 weeks until Opening Night of our Easter panto Puss in Boots have you got your tickets yet for this purrfect Easter treatThehexagon VicTheatre SuzanneShaw realchrisjarvis EasterPanto Reading Halifax Panto PantoNews
jocciecorkum,2020-03-12 23:39:48,Halifax Nova Scotia,RT Halifax YHZ remember Hurricane Dorian amp the impacts it had on the poor disabled amp elderly More disasters amp crises such as covid19 are looming amp we need to collectively prepareIt doesnt take much to reach out to ur neighbours Organize ur neighbourhood DM for template
Leppender,2020-03-12 23:39:46,NGC 604 Messier 33,RT Halifax YHZ remember Hurricane Dorian amp the impacts it had on the poor disabled amp elderly More disasters amp crises such as covid19 are looming amp we need to collectively prepareIt doesnt take much to reach out to ur neighbours Organize ur neighbourhood DM for template
zwoodford,2020-03-12 23:39:41,Kjipuktuk Halifax,RT Halifax councillors had the chance to protect 17 unregistered heritage buildings creating three new heritage streetscapesThey protected zero
MLock00,2020-03-12 23:38:59,Orlando FL,Halifax CallofDuty critdaddyflex I wanted to say sorry for thirsting all your kills
KarrieBoudreau,2020-03-12 23:37:47,NAN,RT A new COVID19 assessment centre opened today in Halifax Those who have travelled out of country and who develop a fever of 38C or higher andor cough should call 811 Do not go to an assessment centre without being referred by 811
alison_auld,2020-03-12 23:37:37,Halifax,RT BREAKING Halifaxs Mayors Office is closed and all staff are in voluntary isolation after it became aware of a possible link to someone who is seeking testing for COVID19 MikeSavageHFX COVID19 CoronaOutbreak
Gapont,2020-03-12 23:36:55,Toronto Canad,RT CoronaVirusCanada This is a little too close too home My mayors office in Halifax Nova Scotia has shut down amidst a person of staff may be infected with Covid19 Mayor MikeSavageHFX and staff are in isolation
jeff_keelan,2020-03-13 00:50:06,"Perth, Western Australia",lisafstinson Yep good idea I am expecting university and school lockdowns very soon
Ssouldoc,2020-03-13 00:50:06,"Seoul, Republic of Korea",RT Stock markets March 12 2020Italy 17Brazil 15Spain 14Canada 13France 12Germany 12UK
mattfharris,2020-03-13 00:50:07,"Ottawa, ON",BREAKING HockeyCanada Hockey Canada has cancelled all sanctioned events effective tomorrow covid19 Coronavirus
belostomatid,2020-03-12 23:36:40,Halifax Nova Scotia,RT A new COVID19 assessment centre opened today in Halifax Those who have travelled out of country and who develop a fever of 38C or higher andor cough should call 811 Do not go to an assessment centre without being referred by 811
Gapont,2020-03-12 23:36:17,Toronto Canad,RT CoronaVirusCanada Service Canada closes 2 offices after client exhibits COVID19 symptoms in my city Halifax No confirmed cases as of yet in Nova Scotia
MilkTheStupid,2020-03-12 23:36:14,NAN,mepoopoopee Send some to Halifax for me and Cam
awesomeabortion,2020-03-12 23:36:02,Kjipuktuk Unceded,RT Was just thinking oh ohHalifax police budget 90MAmt set aside for 1 CFL game 20MAmt for socialaffordable housing 0Amt for school breakfasts 0We have an affordable housing crisisWe have the highest rate of child poverty in Canada
stace_smith94,2020-03-12 23:35:31,Halifax NS Saint John NB,RT Halifax YHZ remember Hurricane Dorian amp the impacts it had on the poor disabled amp elderly More disasters amp crises such as covid19 are looming amp we need to collectively prepareIt doesnt take much to reach out to ur neighbours Organize ur neighbourhood DM for template
